Date,TLS12Successful,TLS12Timout,TLS12ProtocolNotSupported,TLS12RecvError,TLS12FailedVerification,TLS12PartialFile,TLS13Successful,TLS13Timout,TLS13ProtocolNotSupported,TLS13RecvError,TLS13FailedVerification,TLS13PartialFile
2019-06-06,69.6942,4.4375,4.767600000000001,7.240399999999999,13.854700000000001,0.005399999999999999,18.5841,4.3853,69.0777,7.238600000000001,0.7133999999999999,0.00072019-06-06,99.9993,0.0005,0.00019999999999999998,0.0,0.0,0.0,99.99510000000001,0.0005,0.0044,0.0,0.0,0.0
